Country,2012-06-18,2012-09-24,2012-12-24,2013-03-18,2013-06-24,2013-09-23,2013-12-23,2014-03-24,2014-06-23,2014-09-22,2014-12-22,2015-03-23,2015-06-22,2015-09-21,2015-12-21,2016-03-21,2016-06-20,2016-09-19,2016-12-19,2017-03-20,2017-06-19,2017-09-18,2017-12-18,2018-03-19,2018-06-18,2018-09-24,2018-12-24,2019-03-18,2019-06-24,2019-09-23,2019-12-23,2020-03-23,2020-06-22,2020-09-21,2020-12-21,2021-03-22,2021-06-21,2021-09-20,2021-12-20,2022-03-21,2022-06-20,2022-09-19,2022-12-19,2023-03-20,2023-06-19,2023-09-18,2023-12-18,2024-03-18,2024-06-24,2024-09-23
KR,105,102,100,100,98,98,100,100,101,101,101,101,101,107,105,105,105,107,107,106,106,106,105,105,105,101,102,102,103,103,102,99,100,99,98,98,97,96,96,95,100,100,98,98,98,97,96,92,92,94
TW,104,80,92,96,99,99,76,91,91,91,70,74,78,78,80,86,66,71,73,75,77,77,77,77,76,75,75,75,75,75,75,75,75,73,73,73,73,73,72,72,73,75,75,77,78,82,86,85,84,84
MX,18,22,24,28,28,26,26,26,26,26,27,27,26,26,26,26,26,26,25,26,27,26,25,26,25,24,25,25,25,25,24,25,24,24,24,24,24,20,14,14,14,15,16,17,17,17,17,17,18,17
ID,25,25,24,25,27,27,26,26,26,28,26,26,25,25,21,23,23,24,22,23,23,22,23,22,22,23,22,23,23,23,24,22,19,19,18,20,19,20,20,21,22,21,20,20,20,21,21,22,21,20
RU,30,30,29,26,27,27,24,24,24,26,25,22,21,20,21,18,20,22,25,27,26,22,22,23,24,24,23,22,21,21,21,21,20,22,22,25,25,23,21,,,,,,,,,,,
HU,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
PH,17,19,18,18,18,19,17,20,20,21,20,21,22,23,23,23,24,22,22,22,23,23,24,25,23,24,23,23,23,22,21,21,15,14,14,14,14,13,13,13,12,13,13,15,15,14,14,13,13,13
EG,10,10,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
PL,17,16,16,16,16,15,15,17,17,17,17,17,17,16,17,18,18,17,18,17,18,17,17,16,17,17,18,18,18,17,16,16,15,15,10,12,13,14,16,17,16,9,10,12,12,12,16,15,15,16
TH,36,36,37,42,41,38,38,29,38,41,36,38,34,34,36,36,31,41,41,35,39,41,40,45,47,47,46,46,37,47,49,39,41,42,42,47,37,42,43,46,44,31,31,34,26,22,21,13,11,10
ZA,48,46,47,47,47,47,47,47,47,47,46,45,45,46,45,44,44,45,45,45,44,44,46,45,45,45,44,44,44,43,42,39,29,29,29,29,29,34,35,34,34,34,34,33,24,27,30,29,30,31
CZ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
IN,78,75,74,76,74,68,67,66,61,58,58,51,58,60,60,61,59,63,62,63,63,68,68,66,66,67,68,67,65,65,64,66,68,74,74,74,75,87,89,93,95,109,108,112,115,115,124,128,139,146
BR,94,86,81,83,80,76,74,74,74,74,72,66,66,47,46,46,46,45,47,47,46,46,44,45,46,45,46,49,49,50,50,48,48,47,47,47,47,45,44,43,43,42,42,42,41,42,42,42,42,43
CL,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,18,17,17,11,11,11,12,14,12,9,9,10,10,11,11,11,12,12,12,12,12
CO,4,12,11,13,15,16,14,12,15,15,12,11,10,11,11,12,12,11,11,12,12,11,11,11,11,11,11,11,11,10,11,9,8,9,9,9,7,7,7,4,3,4,4,4,3,3,3,4,4,4
MY,36,39,38,40,44,44,44,43,43,48,50,38,40,38,38,41,39,40,40,39,39,40,41,41,40,42,41,40,39,32,35,36,29,32,35,36,29,31,31,31,32,32,32,30,30,31,32,25,32,32
CN,104,104,102,101,101,102,106,112,112,118,122,121,138,156,155,161,159,156,145,146,148,147,148,151,154,150,152,264,359,375,392,400,402,386,423,449,462,432,450,462,465,446,461,480,495,539,566,599,536,546
TR,25,22,22,23,23,24,25,24,24,24,24,24,24,24,23,24,24,24,24,24,24,23,23,21,22,13,14,17,16,16,16,16,15,14,14,16,13,15,11,13,12,14,16,19,20,21,17,19,20,17
MA,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR,,,,,,10,11,11,11,8,9,9,6,5,5,7,10,9,10,10,10,11,7,10,6,8,4,8,8,7,7,7,3,3,4,7,7,4,5,6,8,6,7,8,8,9,9,10,10,10
PK,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,
SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,27,29,29,28,31,30,33
QA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,12,13,13,13,13,13,13
AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,14,13,15,15,15,14,14
KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,7,7,7,7,7,7,6
