Country,2012-06-18,2012-09-24,2012-12-24,2013-03-18,2013-06-24,2013-09-23,2013-12-23,2014-03-24,2014-06-23,2014-09-22,2014-12-22,2015-03-23,2015-06-22,2015-09-21,2015-12-21,2016-03-21,2016-06-20,2016-09-19,2016-12-19,2017-03-20,2017-06-19,2017-09-18,2017-12-18,2018-03-19,2018-06-18,2018-09-24,2018-12-24,2019-03-18,2019-06-24,2019-09-23,2019-12-23,2020-03-23,2020-06-22,2020-09-21,2020-12-21,2021-03-22,2021-06-21,2021-09-20,2021-12-20,2022-03-21,2022-06-20,2022-09-19,2022-12-19,2023-03-20,2023-06-19,2023-09-18,2023-12-18,2024-03-18,2024-06-24,2024-09-23
TW,104,80,92,96,99,99,76,91,91,91,70,74,78,78,80,86,66,71,73,75,77,77,77,77,76,75,75,75,75,75,75,75,75,73,73,73,73,73,72,72,73,75,75,77,78,82,86,85,84,84
CZ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
MX,18,22,24,28,26,25,25,25,25,26,27,27,26,26,26,26,26,26,25,26,27,26,25,26,25,24,25,25,25,25,24,25,24,24,24,24,24,20,14,13,13,14,15,16,16,16,16,16,17,16
IN,78,75,74,76,74,61,57,52,50,45,45,44,46,48,48,48,50,58,60,62,62,67,69,66,66,67,68,67,65,65,64,66,68,74,74,74,76,87,92,96,99,109,112,117,123,136,138,154,156,164
HU,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
KR,105,102,100,100,98,98,100,100,101,101,101,101,101,107,105,106,106,108,108,107,107,107,106,107,107,103,103,103,104,104,103,102,101,99,98,98,97,96,96,95,100,100,98,98,98,97,96,92,92,94
TR,25,22,22,23,23,24,25,24,24,24,24,24,24,24,23,24,24,24,24,24,24,23,23,21,22,13,14,17,16,16,16,16,15,14,14,16,13,15,11,13,12,14,16,19,20,21,17,19,20,17
EG,10,10,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
PL,17,16,16,16,16,15,15,17,17,17,17,17,17,16,17,18,18,17,18,17,18,17,17,16,17,17,18,18,18,17,16,16,15,15,10,12,13,14,16,17,16,9,10,12,12,12,16,15,15,16
PH,17,19,18,18,18,19,17,20,20,21,20,21,22,23,23,23,24,22,22,22,23,23,24,25,23,24,23,23,23,22,21,21,15,14,14,14,14,13,13,13,12,13,13,15,15,14,14,13,13,13
RU,30,30,29,26,27,27,24,24,24,26,25,22,21,20,21,18,20,22,25,27,26,22,22,23,24,24,23,22,21,21,21,21,20,22,22,25,25,23,21,,,,,,,,,,,
CN,104,104,102,101,101,102,97,97,97,95,100,101,103,123,126,130,128,129,121,124,121,121,120,119,123,124,122,258,284,292,302,312,315,356,366,394,397,355,364,376,368,366,370,387,397,501,536,581,532,542
TH,36,35,35,39,36,36,36,29,38,39,38,39,31,33,35,35,31,41,41,35,39,41,40,39,45,45,45,44,44,45,48,37,40,41,41,43,43,44,44,48,46,33,31,34,26,22,21,13,11,10
ZA,48,46,47,47,47,47,47,47,47,47,46,45,45,46,45,44,44,45,45,45,44,44,46,45,45,45,44,44,44,43,42,40,29,30,30,30,30,34,35,34,34,34,34,33,24,27,30,29,30,31
BR,94,86,81,83,80,76,74,74,74,74,72,66,66,47,46,47,47,46,48,48,47,46,44,45,46,45,46,49,49,50,50,48,48,47,47,47,47,45,44,43,43,42,42,42,41,42,42,42,42,43
MY,36,39,38,40,44,44,44,43,43,48,50,38,40,38,38,41,39,40,40,39,39,40,41,41,40,42,41,40,39,32,35,36,29,32,35,36,29,31,31,31,32,32,32,30,30,31,32,25,32,32
CL,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,18,17,17,11,11,11,12,14,12,9,9,10,10,11,11,11,12,12,12,12,12
ID,25,25,24,25,27,27,26,26,26,28,26,26,25,25,21,23,23,24,22,23,23,22,23,22,22,23,22,23,23,23,24,22,19,19,18,20,19,20,20,21,22,21,20,20,20,21,21,22,21,20
CO,4,12,11,13,15,16,14,12,15,15,12,11,10,11,11,12,12,11,11,12,12,11,11,11,11,11,11,11,11,10,11,9,8,9,9,9,7,7,7,4,3,4,4,4,3,3,3,4,4,4
MA,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR,,,,,,10,11,11,11,8,9,9,6,5,5,7,10,9,10,10,10,11,7,10,6,8,4,8,8,7,7,7,3,3,4,7,7,4,5,6,8,6,7,8,8,9,9,10,10,10
PK,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,
SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,27,29,29,28,31,30,33
AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,14,13,15,15,15,14,14
QA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,12,13,13,13,13,13,13
KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,7,7,7,7,7,7,6
