Date,ENTITY_QID,Country,Internal_Number,Capfactor,ISIN,SEDOL,Instrument_Name,Mcap_Units_Index_Currency,Weight
2019-03-18,E004YNFYD,MY,MY70G7,1.0,MYL5285OO001,BF6RHY2,SIME DARBY PLANTATION,2795669214.0,0.0005409664933628914
2019-03-18,E004YR22H,BR,BR04KQ,1.0,BRPSSAACNOR7,B0498T7,Porto Seguro,1374395056.0,0.0002659476558300773
2019-03-18,E004YR7B3,BR,BR0024,1.0,BRVALEACNOR0,2196286,Vale SA,43069050245.0,0.0083339305547426
2019-03-18,E004YQVQS,KR,KR20DQ,1.0,KR7007070006,B7F9Q79,GS RETAIL,903728146.0,0.00017487285106791147
2019-03-18,E004YR73N,CL,CL0030,1.0,CLP371861061,2299453,ENEL AMERICAS,4411594835.0,0.0008536507023351274
2019-03-18,E004YNXX9,MX,MX01XH,1.0,MXP4948K1056,2392545,GRUMA 'B',2106649866.0,0.0004076401403450963
2019-03-18,E004YN18M,CN,645514,1.0,HK0165000859,6455143,China Everbright Ltd.,1741499820.0,0.0003369830186274343
2019-03-18,E004YN1ZD,HU,474249,1.0,HU0000153937,BD5ZXH8,MOL Hungarian Oil and Gas,5726864235.0,0.0011081574485490285
2019-03-18,E004YRB3J,BR,BR02Y2,1.0,BREMBRACNOR4,B16FPG6,Embraer,3630272966.0,0.0007024636629157097
2019-03-18,E004YMUPO,BR,BR2015,1.0,BRCMIGACNOR6,B1YBRK4,CMPH.ENGT.MINASGR. ON,865155888.0,0.00016740905705148936
2019-03-18,E004YQWR2,IN,IN80U7,0.639725,INE765G01017,BYXH7P9,ICICI LOMBARD GENERAL INSURANC,1184001582.0,0.00022910621211664418
2019-03-18,E004YR9AK,IN,IN00EJ,1.0,INE001A01036,6171900,Housing Development Finance Co,48415914340.0,0.009368557364479361
2019-03-18,E004YRDGD,CN,608039,1.0,CNE1000001W2,6080396,ANHUI CONCH CEMENT H,7168523682.0,0.0013871208723194757
2019-03-18,E004YRAPC,MY,MY007R,1.0,MYL1961OO001,B1Y3WG1,IOI Corp Bhd,2218967359.0,0.00042937375604871765
2019-03-18,E004YR6M8,KR,KR03DR,1.0,KR7008560005,6408299,MERITZ SEC,1428645765.0,0.00027644525535408906
2019-03-18,E004YP8DY,PL,B0L911,1.0,PLPGNIG00014,B0L9113,POLISH OIL AND GAS,2776034554.0,0.0005371671550451169
2019-03-18,E004YOVFH,CN,CN90RZ,1.0,BMG423131256,B1TL3R8,HAIER ELECTRONICS GP.,3869569878.0,0.0007487680006066453
2019-03-18,E004YM2DQ,ID,ID00A5,1.0,ID1000106800,6795236,SEMEN INDONESIA PERSERO TBK PT,2712269623.0,0.0005248285382481597
2019-03-18,E004YM1PW,ID,ID00YT,1.0,ID1000062201,6462422,INDAH KIAT PULP & PAPER,1822603652.0,0.000352676740679965
2019-03-18,E004YOPOO,CN,HK00UV,1.0,BMG2113B1081,6535517,CHINA RESOURCES GAS GP.,3467484019.0,0.0006709637396144018
2019-03-18,E004YR9W4,CN,CN0043,1.0,CNE1000002L3,6718976,China Life Insurance Co 'H',20569956302.0,0.003980319657846634
2019-03-18,E004YMZRW,IN,IN005A,0.8577555,INE467B01029,B01NPJ1,Tata Consultancy Services Ltd,26548871314.0,0.0051372493374952045
2019-03-18,E004YRBCK,KR,KR00EP,1.0,KR7000660001,6450267,SK HYNIX INC,32197827505.0,0.006230331454114266
2019-03-18,E004YQHSN,IN,IN0B9P,1.0,INE256A01028,6188535,Zee Entrtainment,3854782133.0,0.0007459065481439096
2019-03-18,E004YRNPZ,CN,CN8FF1,1.0,KYG2116J1085,BH7HM06,CHINA CONCH VET.HOLDINGS,5431767175.0,0.0010510556923933022
2019-03-18,E004YR81J,KR,KR00JU,1.0,KR7000810002,6155250,Samsung Fire & Marine Insuranc,9026083877.0,0.0017465617603428035
2019-03-18,E004YMHNU,CO,CO0167,1.0,COE01PA00026,B3V65K2,GRUPO ENERGIA BOGOTA S.A.,2208240466.0,0.00042729808498512056
2019-03-18,E004YMH7B,KR,KR20LY,1.0,KR7161390000,B7T5KQ0,HANKOOK TIRE,3030984245.0,0.0005865003306703155
2019-03-18,E004YNQ5U,MX,MX00EX,1.0,MXP000511016,2043423,ALFA 'A',1267291954.0,0.00024522303317905573
2019-03-18,E004YOOOM,TW,TW08MJ,1.0,TW0009914002,6584445,Merida Industry,1355947869.0,0.00026237809544939076
2019-03-18,E004YQVQO,KR,KR04O3,1.0,KR7028050003,6765239,Samsung Eng,2245823945.0,0.0004345705486733114
2019-03-18,E004YQINN,IN,IN0049,0.6190034,INE062A01020,BSQCB24,State Bank of India,7769381370.0,0.0015033878022050848
2019-03-18,E004YQ7VW,TW,TW11C3,1.0,TW0002345006,6005214,Accton,1797409102.0,0.0003478015546969083
