Date,ENTITY_QID,Country,Internal_Number,Instrument_Name,Free_Float,Capfactor,Free_Float_MCAP_USD_Cutoff,Full_MCAP_USD_Cutoff,Status_TOR,FOR_FF,Shadow_Company,Mcap_Units_Index_Currency,ISIN,SEDOL
2019-03-18,E004YP0VM,IN,IN70FR,INDIABULLS VENTURES,0.5556,1.0,1318019894.2270885,2372246029.9263654,Pass,0.5556,,1346415181.0,INE274G01010,B2QP4C2
2019-03-18,E004YU0SA,MX,MX303P,MACQUARIE MEXICO REAL ESTATE,1.0,1.0,898181928.7445036,898181928.7445036,Pass,1.0,,867741952.0,MXCFFI0U0002,B80RZK1
2019-03-18,E004YMJY0,KR,KR149P,HANMI SEMICONDUCTOR,0.619,1.0,260763924.08102298,421266436.31829244,Pass,0.619,,259344678.0,KR7042700005,B0CSXQ8
2019-03-18,E004YQKT8,KR,KR14JZ,Hansol Chemical,0.8005,1.0,723513640.7813812,903827159.0023501,Pass,0.8005,,681973850.0,KR7014680003,6988155
2019-03-18,E004YND84,IN,IN50W6,SUNDRAM FASTENERS,0.5047,0.47553,366499357.8360409,1527080714.915697,Pass,0.23999999100000002,,418178106.0,INE387A01021,6730895
2019-03-18,E004YTEVF,KR,KR16EW,Koh Young Tech,0.8067,1.0,790189819.7980665,979533680.1761084,Pass,0.8067,,870641861.0,KR7098460009,B39Q399
2019-03-18,E004YO1J8,CN,CN8AIZ,TOWNGAS CHINA,0.3255,1.0,729417097.8757713,2240912743.0899267,Pass,0.3255,,732899375.0,KYG8972T1067,6345460
2019-03-18,E004YRD0U,RU,EV006,SISTEMA,0.383,1.0,556334119.851,1452569503.527415,Pass,0.383,,564640630.0,RU000A0DQZE3,B5B6XH9
2019-03-18,E004YSKJ7,PK,PK208J,PAKISTAN OILFIELDS,0.4158,1.0,398823209.2007549,959170777.2985928,Pass,0.4158,,307278420.0,PK0023901017,6677141
2019-03-18,E004YO8B1,IN,IN829O,VINATI ORGANICS,0.2819,0.8513657,253869396.4135318,1057789192.1394113,Pass,0.23999999082999998,,291251980.0,INE410B01029,B03F993
2019-03-18,E004YPA8O,KR,KR1A4Q,SAMYANG CORP,0.3802,1.0,219829208.3178708,578193604.2027112,Pass,0.3802,,221824230.0,KR7145990008,B6X62Y4
2019-03-18,E004YPFQC,IN,IN12V3,BIRLASOFT,0.56,1.0,229460924.45085952,409751650.8051062,Pass,0.56,,223578953.0,INE836A01035,B1LQJY0
2019-03-18,E004YSBB5,CN,HK913E,WISDOM ED.INTL.HDG.,0.27,1.0,239991949.73746586,888859073.1017253,Pass,0.27,,267434833.0,KYG972281037,BDQZ7T7
2019-03-18,E004YQZRN,KR,KR81J3,FEELUX,0.7619,1.0,428434379.52540267,562323637.6498263,Pass,0.7619,,463774306.0,KR7033180001,6166155
2019-03-18,E004YTC5D,BR,BR705E,AREZZO INDUSTRIA E ON,0.4886,1.0,634959696.1842166,1299549112.1248803,Pass,0.4886,,614091589.0,BRARZZACNOR3,B3NS1W0
2019-03-18,E004YMLK8,KR,KR16XF,KOLON LF SCIENCE,0.6525,1.0,566268599.2533267,867844596.5568227,Pass,0.6525,,561849338.0,KR7102940004,B3SHRR9
2019-03-18,E004YU0CE,TH,TH606M,TAOKAENOI FOOD & MKTG.,0.396,1.0,189024218.67027605,477333885.531,Pass,0.396,,165574368.0,TH6927010004,BZ1K6K5
2019-03-18,E004YME42,CN,CN09IQ,BEIJING NORTH STAR 'H',1.0,1.0,223369276.54350603,223369276.54350603,Pass,1.0,,233272553.0,CNE100000262,6084268
2019-03-18,E004YOVU2,CN,HK90CM,CAR,0.31,1.0,577345281.6369396,1862404134.3127084,Pass,0.31,,590722293.0,KYG190211071,BQQP9S1
2019-03-18,E004YQUTA,BR,BR03JO,CIA HERING,0.8534,1.0,1111865668.1276972,1302865793.447032,Pass,0.8534,,1113234877.0,BRHGTXACNOR9,B010V16
2019-03-18,E004YO9SS,RU,521620,AEROFLOT RUSS.AIRL.,0.488,1.0,798628515.7517426,1636533843.753571,Pass,0.488,,839935703.0,RU0009062285,B58X588
2019-03-18,E004YQR9E,KR,KR80L4,HLB LIFE SCIENCE,0.9424,1.0,577867403.5822005,613186973.240875,Pass,0.9424,,563454782.0,KR7067630004,B3FQK14
2019-03-18,E004YSMXL,TW,TW06JE,GUC,0.6516,1.0,600089352.8016315,920947441.3775805,Pass,0.6516,,582205294.0,TW0003443008,B056381
2019-03-18,E004YMR2H,KR,KR04JY,Posco ICT,0.3462,1.0,270955253.84870684,782655268.1938382,Pass,0.3462,,279847312.0,KR7022100002,B123VB1
2019-03-18,E004YNHLB,IN,IN82AP,ADITYA BIRLA FIN. SERVICES,0.3575,0.6713287,683010956.7144172,2845878864.7673287,Pass,0.24000001024999998,,771707672.0,INE674K01013,BYVKT10
2019-03-18,E004YM8DE,RU,RU107T,MECHEL OAO PREF.,1.0,1.0,210569953.3277457,210569953.3277457,Pass,1.0,,208862273.0,RU000A0JPV70,B52XJB5
2019-03-18,E004YSH6S,IN,IN05IS,INDRAGAS,0.442,0.678733,862574132.8528168,2875247243.687594,Pass,0.299999986,,886369917.0,INE203G01027,BD9PXD0
2019-03-18,E004YMMPB,CN,CN8AK1,GOME RETAIL HOLDINGS,0.5088,1.0,992078834.3762895,1949840476.3684933,Pass,0.5088,,1061924365.0,BMG3978C1249,B01Z8S7
2019-03-18,E004YSLHT,ZA,ZA801I,CASHBUILD,0.8034,1.0,368408784.53066427,458562091.7732939,Pass,0.8034,,361623675.0,ZAE000028320,6178860
2019-03-18,E004YO7D1,KR,KR11AN,LOTTE FOOD,0.6801,1.0,451028394.2016764,663179523.89601,Pass,0.6801,,472507723.0,KR7002270007,6535454
2019-03-18,E004YO60O,CN,CN659J,GENERTEC UNIVERSAL MED.GRP.,0.6227,1.0,1002053896.9491841,1609208121.003989,Pass,0.6227,,1006119981.0,HK0000255361,BYW7534
2019-03-18,E004YNXYD,TW,TW111S,Hung Sheng Const,0.7693,1.0,522315772.5450156,678949398.8626226,Pass,0.7693,,530792425.0,TW0002534005,6432889
2019-03-18,E004YPCO2,KR,KR18TD,CRYSTALGENOMICS,0.8219,1.0,549085815.6084714,668068883.8161229,Pass,0.8219,,545438592.0,KR7083790006,B0W9LL2
2019-03-18,E004YO1FV,IN,IN11HO,SUPREME INDUSTRIES,0.4697,0.6387056,615586063.9368255,2051953407.470441,Pass,0.30000002032,,616930965.0,INE195A01028,6136073
2019-03-18,E004YQXZH,KR,KR82K5,AEKYUNG IND,0.3168,1.0,344132225.2358075,1086275963.496867,Pass,0.3168,,374123716.0,KR7018250001,BZ14KS3
2019-03-18,E004YSJR2,KR,KR02FS,Namyang Dairy,0.4832,1.0,193943892.48537603,401373949.68000007,Pass,0.4832,,198493698.0,KR7003920006,6621201
2019-03-18,E004YNX4T,CN,CN8CDW,UNI-PRESIDENT CHINA HDG.,0.2942,1.0,1131557049.8895907,3846217028.8565283,Pass,0.2942,,1201144524.0,KYG9222R1065,B29MKF5
2019-03-18,E004YQXY0,KR,KR02U7,Lotte Chilsung,0.3718,1.0,420929256.399322,1132138935.985266,Pass,0.3718,,480341449.0,KR7005300009,6535443
2019-03-18,E004YNI3F,TW,TW19DC,HOLIDAY ENTERTAINMENT,0.51,1.0,157458285.09529692,308741735.4809744,Pass,0.51,,155763390.0,TW0009943001,6304319
2019-03-18,E004YSSX7,IN,IN403C,KAJARIA CERAMICS,0.5932,0.6743088,490754663.1569694,1226886718.7460048,Pass,0.39999998016,,534307516.0,INE217B01036,BDB5J63
2019-03-18,E004YNCMJ,CN,CN31IL,CHINA GALAXY SECURITIES 'H',1.0,1.0,2510865988.811682,2510865988.811682,Pass,1.0,,2529627760.0,CNE100001NT6,B92NYF2
2019-03-18,E004YMZSH,ZA,ZA20W7,NETCARE,0.8306,1.0,2210752200.1314197,2661632795.7276907,Pass,0.8306,,2167136573.0,ZAE000011953,6636421
2019-03-18,E004YU30D,CN,HK1AHT,AK MEDICAL HOLDINGS,0.37,1.0,207038305.17291665,559562986.9538288,Pass,0.37,,214393571.0,KYG020141019,BFD6SZ0
2019-03-18,E004YPT7G,KR,KR015H,Lotte Non-Life,0.4753,1.0,161156056.55011633,339061764.2544,Pass,0.4753,,166849784.0,KR7000400002,B13RD05
2019-03-18,E004YQ3IE,KR,KR06FW,CJ CGV,0.6098,1.0,504240883.7034069,826895512.796666,Pass,0.6098,,548188461.0,KR7079160008,B04S946
2019-03-18,E004YNVLJ,KR,KR622L,JEJUAIR,0.3531,1.0,312360282.83774954,884622721.1491065,Pass,0.3531,,323847621.0,KR7089590004,BYRPKQ1
2019-03-18,E004YSMX7,TW,TW106W,Genius Elec,0.7532,1.0,781350687.0911521,1037374783.7110357,Pass,0.7532,,841150859.0,TW0003406005,B059SR4
2019-03-18,E004YQHC7,CN,CN8FPB,LUYE PHARMA GROUP,0.5368,1.0,1312371398.9786377,2444805139.6770444,Pass,0.5368,,1350418965.0,BMG570071099,BNQ4GF3
2019-03-18,E004YNZ5N,ZA,ZA210C,MURRAY & ROBERTS,0.36,1.0,161130108.14911687,447583633.7475469,Pass,0.36,,150862933.0,ZAE000073441,B0N3K50
2019-03-18,E004YM8OA,CN,CN88CR,GREENLAND HONG KONG HOLDINGS,0.28,1.0,231038041.38933784,825135862.1047779,Pass,0.28,,240992202.0,KYG4587S1049,BFH1P83
2019-03-18,E004YRA92,TW,TW02WN,Macronix,1.0,1.0,1398232128.9027574,1398232128.9027574,Pass,1.0,,1261634773.0,TW0002337003,6574101
2019-03-18,E004YQI2T,RU,EV052,FED.GRID CO.OF UNG.SY.,0.1987,1.0,641877304.6858319,3230384019.556275,Pass,0.1987,,658770561.0,RU000A0JPNN9,B59RSV3
2019-03-18,E004YN5FL,CN,CN1TSL,EVERBRIGHT SECURITIES 'H',0.42,1.0,319833864.9960342,761509202.3715101,Pass,0.42,,310410246.0,CNE1000029M4,BDCSC73
2019-03-18,E004YPRO8,CN,CN8DL5,CHINA LESSO GROUP HDG.,0.3159,1.0,546844787.1987888,1731069285.2130063,Pass,0.3159,,555574184.0,KYG2157Q1029,BCDBKF8
2019-03-18,E004YQH6W,CN,B018L7,COSCO SHIPPING DEVELOPMENT 'H',1.0,1.0,496958866.30447197,496958866.30447197,Pass,1.0,,496949735.0,CNE100000536,B018L76
2019-03-18,E004YR30Q,BR,BR05AH,Totvs,0.7415,1.0,1193737666.721225,1609895706.9740052,Pass,0.7415,,1214941270.0,BRTOTSACNOR8,B10LQP6
2019-03-18,E004YNBTP,TW,TW10D3,Kings Town Bank,0.7851,1.0,969133785.2814956,1234408082.1315699,Pass,0.7851,,997028347.0,TW0002809001,6575159
2019-03-18,E004YNPDJ,TW,TW17TQ,Kung Long,0.8171,1.0,344160747.74658775,421197831.0446552,Pass,0.8171,,359914160.0,TW0001537009,6432566
2019-03-18,E004YO7R6,CN,CN1RQH,RISE EDUCATION CAYMAN SPN.ADR 1:2,0.32,1.0,211865271.6827712,662078974.00866,Pass,0.32,,193307712.0,US76761L1026,BF07X17
2019-03-18,E004YRCWK,CN,699076,ZHEJIANG EXPRESSWAY 'H',1.0,1.0,1495991153.2334917,1495991153.2334917,Pass,1.0,,1464912075.0,CNE1000004S4,6990763
2019-03-18,E004YR4FZ,CN,CN31JM,SINOPEC ENGR.(GP.) 'H',0.95,1.0,1260503149.6314337,1326845420.6646671,Pass,0.95,,1373622889.0,CNE100001NV2,B92NYC9
2019-03-18,E004YM3MN,TH,TH21O1,MBK,0.6202,0.6449532,470450651.5709572,1176126703.493826,Pass,0.39999997464,,435548560.0,TH0480B10Z01,BFWRH46
2019-03-18,E004YNR80,MY,MY309W,YINSON HOLDINGS,0.5737,1.0,670649812.1023511,1168990434.2031567,Pass,0.5737,,695186398.0,MYL7293OO003,6986717
2019-03-18,E004YR1M6,CN,CN0Q2R,China National 'H',1.0,1.0,3080242175.453295,3080242175.453295,Pass,1.0,,2976691757.0,CNE1000002N9,B0Y91C1
2019-03-18,E004YOZCH,TW,TW017X,UPC Tech,0.6293,1.0,349949211.1986501,556092819.3209124,Pass,0.6293,,350756481.0,TW0001313005,6918657
2019-03-18,E004YNMS5,BR,BR307C,ALPARGATAS PREF,0.7077,1.0,828272060.1627387,1170371711.4070065,Pass,0.7077,,841603204.0,BRALPAACNPR7,B07C796
2019-03-18,E004YRRO9,KR,KR206J,MACROGEN,0.8289,1.0,281888953.1130779,340075947.7778718,Pass,0.8289,,286221899.0,KR7038290003,6211099
2019-03-18,E004YRBSQ,TW,TW0830,AcBel Polytech,0.7732,1.0,280201058.3332531,362391436.0233485,Pass,0.7732,,275232980.0,TW0006282007,6676450
2019-03-18,E004YNLOW,TW,TW04D6,Highwealth Const,0.8645,1.0,1564773106.4246013,1810032511.7693477,Pass,0.8645,,1588641860.0,TW0002542008,6154075
2019-03-18,E004YO9XN,TH,TH228M,SANSIRI,0.9382,0.4156896,253839421.94620937,650870341.5211508,Pass,0.38999998272,,237823209.0,TH0577C10Z04,B73F0X3
2019-03-18,E004YNOQE,TH,TH219M,SUPALAI,0.6553,0.5341065,466529414.9647202,1332941225.792143,Pass,0.34999998945000005,,433216401.0,TH0371010Z05,6554697
2019-03-18,E004YMOJB,RU,RU503T,BASHNEFT PREF.,1.0,1.0,839450596.8619853,839450596.8619853,Pass,1.0,,834158847.0,RU0007976965,B5B5C35
2019-03-18,E004YRCX2,CN,B02ZKQ,CHINA POWER INTL.DEV.,0.4396,1.0,1087411833.9235573,2473639294.639575,Pass,0.4396,,1059932703.0,HK2380027329,B02ZKQ8
2019-03-18,E004YOLSH,TW,TW0885,Nan Ya PCB,0.3303,1.0,261788404.03780907,792577668.9004211,Pass,0.3303,,272135229.0,TW0008046004,B118753
2019-03-18,E004YRX0C,CN,CN1ROF,BEST SPN.ADR 1:1 'A',0.87,0.5,665095360.7328076,1528954852.259328,Pass,0.435,,1123029732.0,US08653C1062,BF16M83
2019-03-18,E004YOSJG,KR,KR172L,SAMJIN Pharma,0.7902,1.0,395508656.78973,500517156.15000004,Pass,0.7902,,410342949.0,KR7005500004,6771258
2019-03-18,E004YSGY4,CN,CN1PVK,JINCHUAN GROUP INTERNATIONAL RESOURCES,0.23,1.0,262323300.85360742,1140536090.6678584,Pass,0.23,,247540110.0,KYG5138B1023,6373988
2019-03-18,E004YMW95,MX,MX509X,INDUSTRIAS BACHOCO,0.2675,1.0,626855765.907045,2343386040.7739997,Pass,0.2675,,609377396.0,MX01BA1D0003,B1FJ6T9
2019-03-18,E004YO3N5,IN,IN610C,QUESS CORP,0.2857,1.0,416635092.539292,1458295738.6744556,Pass,0.2857,,491839538.0,INE615P01015,BYYDY11
2019-03-18,E004YRDLK,IN,IN0A2H,Suzlon Energy,0.9445,0.518793,209264779.08877316,427070987.7552848,Pass,0.48999998849999993,,270305856.0,INE040H01021,B0DX8R8
2019-03-18,E004YO7DG,KR,KR11DQ,Ssangyong Mtr,0.2535,1.0,156802429.24995083,618550016.7650919,Pass,0.2535,,174447144.0,KR7003620002,6276162
2019-03-18,E004YMG1L,MX,MX402P,GRUPO LALA,0.2332,1.0,698154551.4602586,2993801678.646049,Pass,0.2332,,728918179.0,MX01LA040003,BFNXZM7
2019-03-18,E004YM7QO,TW,TW00ZO,Wei-Chuan Foods,0.5983,1.0,215943003.04072905,360927633.3624086,Pass,0.5983,,230850716.0,TW0001201002,6949312
2019-03-18,E004YNW0S,PH,PH808M,INTEGRATED MICRO ELTN.,0.3754,1.0,210507237.67753243,560754495.6780298,Pass,0.3754,,203943178.0,PHY4092J1026,B3MM015
2019-03-18,E004YNQKQ,TH,TH20FR,MAJOR CINEPLEX GROUP,0.7038,0.6962205,385965355.50827324,787684418.4474585,Pass,0.4899999879,,380407352.0,TH0671010Z08,6614212
2019-03-18,E004YPKX7,IN,IN506G,PVR,0.5417,0.7903877,419772697.96491325,980426812.8669403,Pass,0.42815301709,,493969326.0,INE191H01014,B0LX4M7
2019-03-18,E004YM4DU,MX,MX10VF,CONSORCIO ARA,0.52,1.0,182626562.4486828,351204927.7859285,Pass,0.52,,182326930.0,MXP001161019,B1TV969
2019-03-18,E004YU21B,CN,CN8FG2,CONSUN PHARMACEUTICAL GP.,0.48,1.0,321631056.1730746,670064700.3605722,Pass,0.48,,313603300.0,KYG2524A1031,BH4H6F2
2019-03-18,E004YRBRM,CL,CL00QN,Embotelladora Andina SA,0.6521,1.0,1157059084.095033,1774358356.2260892,Pass,0.6521,,1140020042.0,CLP3697S1034,2311454
2019-03-18,E004YR9T1,ZA,ZA303F,SUPER GROUP,0.8236,1.0,734251458.5800569,891514641.3065286,Pass,0.8236,,722686754.0,ZAE000161832,B4WQMV8
2019-03-18,E004YS3TD,TH,TH20P1,POLYPLEX (THAILAND),0.3407,1.0,153740543.229747,451249026.21,Pass,0.3407,,150000912.0,TH0815010002,B04Q025
2019-03-18,E004YTMOB,IN,IN50IS,SYNGENE INTERNATIONAL,0.2899,0.8278717,396647438.96202713,1652697622.1950002,Pass,0.24000000583,,394851637.0,INE398R01022,BYXXQB6
2019-03-18,E004YMCF4,TW,TW04KD,U-Ming Marine,0.6075,1.0,512929707.9714023,844328737.4014852,Pass,0.6075,,507176134.0,TW0002606001,6911377
2019-03-18,E004YRD36,IN,IN11BI,GRAPHITE INDIA,0.388,0.6185567,271876066.42499745,1132816945.3255177,Pass,0.23999999959999999,,315199101.0,INE371A01025,B1KMXR0
2019-03-18,E004YN7UE,ID,ID001W,TIMAH,0.35,1.0,253751101.22289047,725003146.3511157,Pass,0.35,,228671093.0,ID1000111800,6875730
2019-03-18,E004YMMPG,CN,CN1BMX,CHINA EASTERN AIRL.'H',0.3363,1.0,1000015346.8778057,2973581168.2361164,Pass,0.3363,,1041913199.0,CNE1000002K5,6171375
2019-03-18,E004YNCRR,PK,PK215H,PAKISTAN STATE OIL,0.7753,1.0,481809650.78592736,621449310.9582449,Pass,0.7753,,471467181.0,PK0022501016,6669416
2019-03-18,E004YQG97,TW,TW034W,Chin Poon Ind,0.9333,1.0,496628593.1346524,532121068.39671314,Pass,0.9333,,492886798.0,TW0002355005,6186799
2019-03-18,E004YSMTO,TW,TW15RM,Elite Advanced,0.8056,1.0,277991900.08543444,345074354.6244221,Pass,0.8056,,283293311.0,TW0003450003,B07NLN1
2019-03-18,E004YR28K,CN,HK90JT,COMBA TELECOM SYS.HDG.,0.6,1.0,393477102.50236607,655795170.8372767,Pass,0.6,,338873587.0,KYG229721140,6651576
2019-03-18,E004YQI4F,KR,KR152J,Ahnlab Inc,0.7144,1.0,322477819.52130085,451396723.8540045,Pass,0.7144,,348767979.0,KR7053800009,6406271
2019-03-18,E004YR8DE,KR,KR17H0,Cj Freshway,0.5289,1.0,175291599.10075113,331426733.03223884,Pass,0.5289,,190763611.0,KR7051500007,6381594
2019-03-18,E004YQYBG,CN,HK19R2,CHINA AIRCRAFT LEASING GROUP HOLDINGS,0.39,1.0,296779975.26620495,760974295.5543716,Pass,0.39,,299466406.0,KYG211241057,BNY7YW7
2019-03-18,E004YU0BQ,CO,CO10GH,CEMEX LATAM HOLDING,0.23,1.0,208052803.345776,904577405.8512001,Pass,0.23,,189908349.0,EST01PA00013,B88KB04
2019-03-18,E004YNHCK,KR,KR12ZD,Webzen Inc,0.5404,1.0,352039322.40929985,651442121.408771,Pass,0.5404,,366554010.0,KR7069080000,6614483
2019-03-18,E004YP3QH,MY,MY21TG,BERJAYA,0.6405,1.0,209385459.09875208,326909381.8872007,Pass,0.6405,,208795326.0,MYL3395OO000,B0W1VM9
2019-03-18,E004YU9N0,ID,ID6056,SITARA PROPERTINDO,0.513,1.0,293529069.916169,572181422.838536,Pass,0.513,,288099260.0,ID1000132202,BNY7RL7
2019-03-18,E004YM4VI,PK,PK211D,ENGRO,0.5665,1.0,698624202.6299464,1233228954.3335328,Pass,0.5665,,681497344.0,PK0012101017,6317867
2019-03-18,E004YOC48,ZA,ZA302E,FAMOUS BRANDS,0.6862,1.0,439147774.1573823,639970524.8577416,Pass,0.6862,,423040095.0,ZAE000053328,6844688
2019-03-18,E004YPAV0,KR,KR514L,AFREECATV,0.4933,1.0,230648976.20300096,467563300.6345043,Pass,0.4933,,245392989.0,KR7067160002,6724508
2019-03-18,E004YOLMW,KR,KR06CT,Kumho Tire,0.4757,1.0,620838707.988255,1305105545.4871874,Pass,0.4757,,608266733.0,KR7073240004,B064SH8
2019-03-18,E004YSJYE,MY,MY70B2,VITROX,0.4359,1.0,352555454.39385396,808798931.8510071,Pass,0.4359,,360099965.0,MYQ0097OO004,B0KLDR0
2019-03-18,E004YOE8N,TW,TW01PF,Oriental Union,0.6479,1.0,488515682.91697276,753998584.5299782,Pass,0.6479,,479416797.0,TW0001710002,6661519
2019-03-18,E004YNHCS,TW,TW1IKS,EPISIL-PRECISION,0.39,1.0,200287748.92856422,513558330.5860621,Pass,0.39,,188534348.0,TW0003016002,6568041
2019-03-18,E004YMWR3,KR,KR50R7,NICE INFORMATION SERVICE,0.5701,1.0,318518929.503396,558707120.6865389,Pass,0.5701,,351559127.0,KR7030190003,6248332
2019-03-18,E004YO3LV,IN,IN30EM,AJANTA PHARMA,0.325,0.7384615,289205124.6145557,1205021415.3221807,Pass,0.2399999875,,311806099.0,INE031B01049,BWFGD74
2019-03-18,E004YMRE5,CN,HK00BC,ZHAOJIN MINING IND.'H',1.0,1.0,1118742118.2899282,1118742118.2899282,Pass,1.0,,1105355872.0,CNE1000004R6,B1H5082
2019-03-18,E004YMPIJ,ID,ID00SN,INDIKA ENERGY,0.3156,1.0,228418626.92133048,723759907.8622639,Pass,0.3156,,238873928.0,ID1000110901,B2RHG43
2019-03-18,E004YM5N0,TW,TW604Z,CHILISIN ELECTRONICS,0.896,1.0,582226323.4751822,649806164.5928373,Pass,0.896,,632921567.0,TW0002456001,6396770
2019-03-18,E004YRDV1,IN,IN08DQ,Punjab Nat Bk,0.2089,0.9573959,561226721.9377109,2806133560.4409103,Pass,0.20000000351,,959851431.0,INE160A01022,BTDV035
2019-03-18,E004YPZUQ,TW,TW12IA,Shinkong Ins,0.6921,1.0,257569604.16712838,372156630.78619903,Pass,0.6921,,261446517.0,TW0002850005,6254061
2019-03-18,E004YQPOJ,TW,TW40B4,ENNOCONN,0.5893,1.0,461126787.5495629,782499215.2546458,Pass,0.5893,,456999793.0,TW0006414006,B94NS14
2019-03-18,E004YPYVN,KR,KR82BW,STUDIO DRAGON,0.287,1.0,673218317.6855743,2345708423.991548,Pass,0.287,,664482503.0,KR7253450001,BDRY726
2019-03-18,E004YQZW3,RU,EV030,RASPADSKAYA,0.16,1.0,266320221.29688838,1664501383.1055524,Pass,0.16,,243878562.0,RU000A0B90N8,B5800Q2
2019-03-18,E004YNTLZ,BR,BR20CG,VALID SOLUCOES,1.0,1.0,373954808.09061563,373954808.09061563,Pass,1.0,,368823235.0,BRVLIDACNOR5,B13NPP2
2019-03-18,E004YP70P,IN,IN708K,VARUN BEVERAG,0.2653,0.7107916,391464855.4262302,2075932565.0783753,Pass,0.18857301147999997,,411396562.0,INE200M01013,BD0RYG5
2019-03-18,E004YSJDU,KR,KR04M1,Namhae Chemical,0.44,1.0,236129132.72892576,536657119.83846766,Pass,0.44,,216220544.0,KR7025860008,6214043
2019-03-18,E004YOZBH,KR,KR10ZB,Daeduck Electr,0.8702,1.0,607309996.8663384,697897031.563248,Pass,0.8702,,597126881.0,KR7008060006,6149383
2019-03-18,E004YQHCH,MY,MY201N,KPJ HEALTHCARE,0.283,1.0,303675182.63471144,1073057182.454811,Pass,0.283,,316116324.0,MYL5878OO003,6493585
2019-03-18,E004YNVPS,IN,IN03W4,Emami,0.3849,0.6235386,600429453.2651685,2501789314.176636,Pass,0.24000000714000003,,629450413.0,INE548C01032,6741035
2019-03-18,E004YTYNG,CN,CN1RG7,CHEETAH MOBILE ADR 1:10,0.94,1.0,308181417.66332626,327852571.982262,Pass,0.94,,297205085.0,US1630751048,BM67GG6
2019-03-18,E004YNQ47,KR,KR04FU,HANDSOME,0.6536,1.0,525996608.13037807,804768372.2925,Pass,0.6536,,617761756.0,KR7020000006,6155227
2019-03-18,E004YOSAN,TW,TW01J9,China Metal,0.7425,1.0,352258762.89076024,474422576.28385216,Pass,0.7425,,361947830.0,TW0001532000,6038834
2019-03-18,E004YNOCJ,CN,CN1033,China Longyuan 'H',1.0,1.0,2493376681.1023183,2493376681.1023183,Pass,1.0,,2603956749.0,CNE100000HD4,B4Q2TX3
2019-03-18,E004YPW5H,KR,KR10W8,Paradise,0.6215,1.0,924646672.1616575,1487766165.9881856,Pass,0.6215,,960935767.0,KR7034230003,6560939
2019-03-18,E004YSJJO,KR,KR111E,Unid,0.656,1.0,235398086.48852065,358838546.4764034,Pass,0.656,,249028580.0,KR7014830004,B04H0M8
2019-03-18,E004YQBOY,CN,601564,ANGANG STEEL 'H',1.0,1.0,807798099.2626706,807798099.2626706,Pass,1.0,,870026892.0,CNE1000001V4,6015644
2019-03-18,E004YSLF6,ZA,ZA201C,ASTRAL FOODS,0.8695,1.0,432316916.3251513,497201743.9047169,Pass,0.8695,,426336286.0,ZAE000029757,6342836
2019-03-18,E004YNWAI,TW,TW05JD,Far East Dept,0.7729,1.0,580020925.7090099,750447568.5198729,Pass,0.7729,,589824642.0,TW0002903002,6331373
2019-03-18,E004YM9XY,TR,469876,PETKIM PETROKIMIYA,0.49,1.0,835174751.1486226,1704438267.65025,Pass,0.49,,732340028.0,TRAPETKM91E0,B03MWY0
2019-03-18,E004YNK30,KR,KR03GU,TAEYOUNG Const,0.5416,1.0,437792301.686432,808331428.52,Pass,0.5416,,453156779.0,KR7009410002,B1WT3H9
2019-03-18,E004YQEF7,KR,KR118L,Songwon Ind,0.5779,1.0,254027246.87472,439569556.8,Pass,0.5779,,240090397.0,KR7004430005,B00GRK6
2019-03-18,E004YTWWW,TW,TW5060,MOMO.COM,0.2972,1.0,337467726.8672828,1135490332.662459,Pass,0.2972,,341679310.0,TW0008454000,BJYP111
2019-03-18,E004YRQTI,ZA,ZA20MX,REUNERT,0.7725,1.0,709908342.010155,918975200.0131458,Pass,0.7725,,676739717.0,ZAE000057428,6728726
2019-03-18,E004YPN5F,CN,CN91OX,BOSIDENG INTL.HOLDINGS,0.29,1.0,596252251.6575307,2056042247.0949335,Pass,0.29,,714700124.0,KYG126521064,B24FZ32
2019-03-18,E004YNU18,PK,PK506K,SEARLE,0.434,1.0,167765065.21328917,386555449.80020547,Pass,0.434,,159813881.0,PK0061701014,6859251
2019-03-18,E004YRUR1,TW,TW06WR,Arcadyan Tech,0.7867,1.0,443297175.9952866,563489482.643049,Pass,0.7867,,439832396.0,TW0003596003,B28SKW1
2019-03-18,E004YOR6H,KR,KR18L5,KUMHO INDUSTRIAL,0.547,1.0,217936470.9774262,398421336.3389875,Pass,0.547,,220818637.0,KR7002990000,6497684
2019-03-18,E004YO50H,IN,IN08KX,PTC India,0.9405,0.5392408,162942183.92708954,321286138.3767262,Pass,0.5071559724,,169904120.0,INE877F01012,B00L819
2019-03-18,E004YM3TU,CN,CN0V60,CENTRAL CHINA SECURITIES 'H',0.88,1.0,330994156.7084133,376129723.53228784,Pass,0.88,,336348216.0,CNE100001SS7,BNB33V0
2019-03-18,E004YMXPQ,MY,MY00M6,IJM Corp BHD,0.6005,1.0,957515049.8512825,1594529641.7173724,Pass,0.6005,,1071516814.0,MYL3336OO004,6455217
2019-03-18,E004YNNH3,TW,TW07TP,Darwin Precisions Corp,0.5196,1.0,231473616.4466048,445484250.2821494,Pass,0.5196,,237303114.0,TW0006120009,6426246
2019-03-18,E004YU1IR,PH,PH402C,ROBINSONS RETAIL HDG.,0.4565,1.0,1069647056.3993157,2343147987.73125,Pass,0.4565,,1131102465.0,PHY7318T1017,BFTCYP4
